"","year","month","snow","tmax","tmin"
"2129","2009","12",25,-1.1,-4.4
"2130","2010","01",64,-2.2,-6.1
"2131","2010","01",25,1.7,-6.7
"2132","2010","01",25,-6.7,-15
"2133","2010","01",25,-5.6,-15
"2134","2010","01",76,-5.6,-12.2
"2135","2010","01",13,4.4,-1.1
"2136","2010","01",51,2.2,-16.7
"2137","2010","11",51,2.2,0
"2138","2010","12",25,-3.9,-6.7
"2139","2010","12",25,6.1,-11.7
"2140","2010","12",25,-7.2,-12.8
"2141","2010","12",25,-1.1,-12.2
"2142","2010","12",25,-7.2,-12.2
"2143","2006","01",13,2.2,-9.4
"2144","2006","01",13,-2.2,-14.4
"2145","2006","01",38,-2.2,-14.4
"2146","2006","01",41,11.7,-12.8
"2147","2006","01",3,12.8,-3.3
"2148","2006","01",76,3.9,-8.3
"2149","2006","01",15,4.4,-5.6
"2150","2006","01",51,0,-8.9
"2151","2006","01",13,-6.7,-14.4
"2152","2006","01",13,12.2,0.6
"2153","2006","01",25,1.7,-2.8
"2154","2006","11",25,16.7,0
"2155","2006","11",5,7.8,-3.9
"2156","2006","12",8,6.7,-5
"2157","2006","12",5,-0.6,-9.4
"2158","2006","12",38,3.3,-13.9
"2159","2006","12",10,5,-6.7
"2160","2006","12",25,5.6,-1.7
"2161","2006","12",10,0.6,-5.6
"2162","2007","01",13,8.9,-2.8
"2163","2007","01",20,2.8,-6.1
"2164","2007","01",13,-3.9,-12.8
"2165","2007","01",13,-3.9,-16.1
"2166","2007","01",30,1.7,-7.8
"2167","2007","01",13,-0.6,-8.3
"2168","2007","01",3,-7.2,-17.2
"2169","2007","01",5,-5.6,-17.2
"2170","2007","01",13,-3.9,-7.8
"2171","2007","01",13,0.6,-7.8
"2172","2007","01",13,0.6,-11.7
"2173","2007","01",5,-7.2,-22.2
"2174","2007","01",5,-8.3,-21.1
"2175","2007","01",20,0,-8.3
"2176","2007","01",5,1.7,-15
"2177","2007","01",13,-3.9,-15.6
"2178","2007","11",38,3.3,-3.9
"2179","2007","11",8,2.8,-4.4
"2180","2007","11",5,6.7,-3.3
"2181","2007","11",13,1.7,-7.8
"2182","2007","12",46,-5.6,-14.4
"2183","2007","12",51,-6.1,-11.1
"2184","2007","12",25,-6.7,-17.8
"2185","2007","12",13,-1.7,-7.2
"2186","2007","12",51,-2.8,-15
"2187","2007","12",20,-5.6,-10.6
"2188","2007","12",20,1.1,-2.2
"2189","2007","12",64,1.1,-10.6
"2190","2008","01",3,-10,-23.3
"2191","2008","01",5,1.7,-13.3
"2192","2008","01",20,4.4,-5
"2193","2008","01",51,0,-4.4
"2194","2008","01",51,-2.8,-10.6
"2195","2008","01",13,0.6,-13.9
"2196","2008","01",13,-1.1,-11.7
"2197","2008","01",3,-2.2,-13.3
"2198","2008","01",13,-4.4,-11.7
"2199","2008","01",5,-3.3,-10.6
"2200","2008","11",13,0.6,-6.7
"2201","2008","11",5,-1.7,-9.4
"2202","2008","11",5,-2.8,-9.4
"2203","2008","11",20,-2.2,-13.3
"2204","2008","11",15,1.1,-3.3
"2205","2008","11",5,1.7,-1.7
"2206","2008","12",15,-3.9,-11.1
"2207","2008","12",5,-3.3,-15
"2208","2008","12",10,-3.9,-14.4
"2209","2008","12",25,-0.6,-10.6
"2210","2008","12",25,-1.7,-10.6
"2211","2008","12",51,-1.7,-16.7
"2212","2008","12",5,-9.4,-16.1
"2213","2008","12",10,0,-13.3
"2214","2008","12",64,-0.6,-7.2
"2215","2009","01",51,-6.1,-17.2
"2216","2009","01",25,-2.2,-9.4
"2217","2009","01",20,-2.2,-16.1
"2218","2009","01",13,1.1,-15.6
"2219","2009","01",13,3.3,-2.8
"2220","2009","01",15,-2.2,-9.4
"2221","2009","01",5,-9.4,-26.1
"2222","2009","01",51,-5.6,-9.4
"2223","2009","01",5,-7.2,-19.4
"2224","2009","01",76,-3.9,-18.9
"2225","2009","01",64,2.2,-8.9
"2226","2009","01",25,-1.1,-13.3
"2227","2009","12",8,5.6,-2.2
"2228","2009","12",38,2.8,-2.2
"2229","2009","12",38,5,-7.8
"2230","2009","12",13,-2.2,-10.6
"2231","2009","12",25,-3.9,-8.9
"2232","2009","12",25,-7.2,-11.7
"2233","2009","12",38,7.2,-3.3
"2234","2009","12",13,-1.1,-14.4
"2235","2009","12",5,-10,-14.4
"2236","2010","01",38,-1.7,-10
"2237","2010","01",64,1.1,-9.4
"2238","2010","01",25,-9.4,-14.4
"2239","2010","01",64,-11.7,-13.9
"2240","2010","01",15,-8.3,-13.9
"2241","2010","01",5,-7.2,-10.6
"2242","2010","01",5,-5.6,-8.9
"2243","2010","01",13,-3.9,-6.7
"2244","2010","01",38,-4.4,-12.2
"2245","2010","01",10,-3.3,-18.3
"2246","2010","01",5,-5.6,-11.1
"2247","2010","01",25,2.8,-10
"2248","2010","01",20,-0.6,-5.6
"2249","2010","01",38,0.6,-16.1
"2250","2010","01",5,-10.6,-22.2
"2251","2010","11",51,5,0
"2252","2010","12",48,0,-12.2
"2253","2010","12",28,-6.7,-11.1
"2254","2010","12",33,-4.4,-6.1
"2255","2010","12",20,-5.6,-6.7
"2256","2008","12",25,7.8,-0.6
"2257","2008","12",25,3.3,-4.4
"2258","2008","12",25,-1.7,-19.4
"2259","2008","12",64,-5.6,-19.4
"2260","2008","12",25,8.9,-5.6
"2261","2008","12",76,-7.2,-11.7
"2262","2008","12",89,-3.3,-11.1
"2263","2008","12",51,1.1,-7.2
"2264","2008","12",76,1.7,-2.8
"2265","2008","12",76,-1.1,-8.9
"2266","2009","01",64,0,-8.3
"2267","2009","01",51,0.6,-2.8
"2268","2009","01",25,0.6,-19.4
"2269","2009","01",51,-4.4,-16.1
"2270","2009","01",64,-1.7,-11.7
"2271","2009","01",51,0.6,-12.2
"2272","2009","12",25,8.9,-2.2
"2273","2009","12",13,1.7,-2.2
"2274","2009","12",38,-0.6,-6.1
"2275","2009","12",64,-0.6,-4.4
"2276","2009","12",51,1.1,-5
"2277","2009","12",51,-7.8,-15.6
"2278","2009","12",51,-7.2,-12.8
"2279","2009","12",51,3.9,-1.1
"2280","2010","01",76,0,-5
"2281","2010","01",51,-2.8,-8.9
"2282","2010","01",25,-6.1,-12.8
"2283","2010","01",25,1.7,-1.1
"2284","2010","01",51,0,-1.7
"2285","2010","01",13,1.7,-2.2
"2286","2010","01",51,-0.6,-17.8
"2287","2010","11",51,2.2,-2.2
"2288","2010","12",51,13.3,-2.2
"2289","2010","12",51,-3.9,-6.7
"2290","2010","12",25,-3.9,-7.8
"2291","2010","12",51,2.2,-2.8
"2292","2010","12",13,0.6,-11.1
"2293","2010","12",38,-6.7,-10.6
"2294","2008","12",25,-2.2,-8.3
"2295","2008","12",8,-5,-7.2
"2296","2008","12",13,6.7,-6.7
"2297","2008","12",25,1.7,-4.4
"2298","2008","12",25,-0.6,-7.8
"2299","2008","12",51,-2.8,-15.6
"2300","2009","01",25,-1.7,-15.6
"2301","2009","01",25,-9.4,-15
"2302","2009","01",25,-3.9,-11.1
"2303","2009","01",76,0,-6.7
"2304","2009","01",51,-3.9,-14.4
"2305","2009","12",51,1.1,-7.2
"2306","2009","12",76,1.1,-3.3
"2307","2009","12",51,3.3,-6.7
"2308","2009","12",8,-0.6,-12.8
"2309","2010","01",51,2.2,-2.2
"2310","2010","01",76,0,-11.1
"2311","2010","01",51,-7.2,-11.7
"2312","2010","01",5,-6.1,-8.9
"2313","2010","01",13,-5.6,-7.2
"2314","2010","01",38,-3.3,-8.3
"2315","2010","01",20,-4.4,-11.7
"2316","2010","01",10,-4.4,-6.7
"2317","2010","01",3,1.1,-7.8
"2318","2010","01",8,-6.7,-13.3
"2319","2010","12",8,0,-2.8
"2320","2010","12",8,-2.8,-5.6
"2321","2010","12",51,-3.3,-6.1
"2322","2010","12",25,-3.9,-10.6
"2323","2010","12",8,3.3,-10
"2324","2010","12",33,0,-15.6
"2325","2010","12",5,-3.3,-5.6
"2326","2010","12",5,-3.3,-5.6
"2327","2010","12",8,-2.2,-5.6
"2328","2010","12",61,-6.7,-11.1
"2329","2010","12",5,-0.6,-7.8
"2330","2006","01",25,3.9,1.1
"2331","2006","01",13,-3.3,-6.7
"2332","2006","01",20,3.3,0
"2333","2007","01",5,3.3,-8.3
"2334","2007","01",15,6.1,-0.6
"2335","2007","01",30,0,-4.4
"2336","2007","12",33,-1.1,-7.2
"2337","2007","12",5,1.1,-7.8
"2338","2007","12",43,3.9,-2.2
"2339","2007","12",25,1.7,-4.4
"2340","2008","01",18,10,0.6
"2341","2008","12",46,2.8,-5.6
"2342","2008","12",46,6.1,-1.7
"2343","2009","01",5,0.6,-8.3
"2344","2009","01",51,-1.7,-7.8
"2345","2009","01",13,0.6,-5
"2346","2009","01",38,-5.6,-9.4
"2347","2009","01",64,0.6,-9.4
"2348","2009","12",97,1.1,-6.7
"2349","2009","12",43,1.7,-2.8
"2350","2010","01",15,4.4,0
"2351","2010","01",30,1.1,-2.2
"2352","2010","01",48,5,-3.3
"2353","2010","12",48,0.6,-7.8
"2354","2010","12",76,-1.1,-5.6
"2355","2009","12",13,-2.8,-8.3
"2356","2010","01",25,-2.8,-5
"2357","2006","01",56,-2.8,-6.7
"2358","2006","01",76,12.8,-6.7
"2359","2006","11",15,14.4,0
"2360","2007","01",33,3.3,-5
"2361","2007","01",13,-0.6,-8.3
"2362","2007","12",8,2.2,-6.1
"2363","2007","12",3,0.6,-9.4
"2364","2007","12",5,1.7,-8.3
"2365","2007","12",5,-4.4,-8.3
"2366","2007","12",5,-3.9,-16.1
"2367","2007","12",3,-2.2,-7.2
"2368","2007","12",56,1.7,-3.3
"2369","2007","12",3,1.7,-1.7
"2370","2008","01",25,0.6,-5
"2371","2008","01",25,-5,-20.6
"2372","2008","01",51,5.6,-3.9
"2373","2008","01",25,0,-8.9
"2374","2008","01",25,0.6,-13.3
"2375","2008","12",43,-2.2,-4.4
"2376","2008","12",25,-2.8,-13.9
"2377","2008","12",5,-2.2,-18.3
"2378","2008","12",13,-1.1,-6.7
"2379","2009","01",15,-1.7,-13.3
"2380","2009","01",51,1.1,-2.8
"2381","2009","01",25,-7.2,-18.3
"2382","2009","01",25,-3.9,-13.9
"2383","2009","01",38,1.1,-7.2
"2384","2009","01",25,-0.6,-14.4
"2385","2006","01",25,-2.8,-13.3
"2386","2006","01",25,2.2,-8.3
"2387","2006","01",51,2.2,-8.3
"2388","2006","01",25,1.7,-8.9
"2389","2006","01",25,11.1,-1.1
"2390","2006","12",25,-2.2,-12.8
"2391","2006","12",25,5.6,-15.6
"2392","2007","01",25,7.8,-3.9
"2393","2007","01",25,-5,-12.2
"2394","2007","01",25,-1.1,-9.4
"2395","2007","01",25,-1.7,-9.4
"2396","2007","01",25,-7.2,-22.8
"2397","2007","11",76,2.2,-3.9
"2398","2007","11",76,5.6,-0.6
"2399","2007","11",25,3.3,-3.3
"2400","2007","12",25,2.8,-7.2
"2401","2007","12",25,3.3,-9.4
"2402","2007","12",8,0,-4.4
"2403","2007","12",25,1.7,-6.1
"2404","2008","01",76,2.8,-6.1
"2405","2008","01",51,-1.1,-3.3
"2406","2008","01",25,-1.7,-10
"2407","2008","01",51,1.1,-14.4
"2408","2008","01",25,-0.6,-13.9
"2409","2008","11",25,3.3,-5.6
"2410","2008","11",25,2.8,-8.3
"2411","2008","11",25,1.1,-5.6
"2412","2008","12",51,-0.6,-11.1
"2413","2008","12",51,-2.8,-6.1
"2414","2008","12",51,-6.7,-10.6
"2415","2008","12",25,1.7,-6.7
"2416","2008","12",25,-1.7,-8.3
"2417","2009","01",25,-1.7,-11.1
"2418","2009","01",25,0,-15.6
"2419","2009","01",51,1.7,-4.4
"2420","2009","01",25,-12.2,-17.2
"2421","2009","01",51,-10,-30.6
"2422","2009","01",76,1.7,-8.3
"2423","2009","01",51,-0.6,-17.8
"2424","2009","12",25,4.4,-5.6
"2425","2009","12",51,2.8,-9.4
"2426","2009","12",25,0,-13.9
"2427","2010","01",25,2.2,-6.1
"2428","2010","01",51,1.1,-8.3
"2429","2010","01",76,-7.2,-15
"2430","2010","01",25,-5,-13.3
"2431","2010","01",51,-6.7,-11.7
"2432","2010","01",25,-2.2,-14.4
"2433","2010","01",51,3.3,-17.8
"2434","2010","12",13,-5,-8.3
"2435","2010","12",10,-3.9,-13.3
"2436","2010","12",61,0.6,-13.3
"2437","2010","12",25,-8.3,-12.8
"2438","2010","12",56,-5,-7.2
"2439","2010","12",71,-6.1,-8.3
"2440","2010","12",3,-9.4,-13.9
"2441","2010","12",3,-3.9,-9.4
"2442","2006","01",51,3.3,-0.6
"2443","2006","01",25,2.2,-6.1
"2444","2006","01",25,11.1,-11.1
"2445","2006","01",25,1.7,-8.9
"2446","2006","01",25,1.7,-4.4
"2447","2006","01",25,0.6,-8.3
"2448","2006","12",25,3.9,-12.8
"2449","2006","12",25,5,-1.1
"2450","2006","12",25,0,-6.7
"2451","2007","01",13,1.7,-6.1
"2452","2007","01",25,0,-7.2
"2453","2007","01",13,0,-7.8
"2454","2007","11",25,5,-2.2
"2455","2007","12",51,-5.6,-11.1
"2456","2007","12",25,3.9,-8.3
"2457","2007","12",51,3.9,-7.2
"2458","2008","01",51,-1.7,-7.8
"2459","2008","11",25,1.1,-5.6
"2460","2008","12",25,0.6,-3.9
"2461","2008","12",76,-1.1,-15.6
"2462","2008","12",25,-0.6,-7.8
"2463","2009","01",25,-2.2,-8.3
"2464","2009","01",76,-5,-17.8
"2465","2009","01",20,2.2,-7.8
"2466","2009","01",3,-0.6,-14.4
"2467","2009","12",51,1.1,-3.9
"2468","2009","12",76,1.1,-3.9
"2469","2009","12",25,5,-6.7
"2470","2010","01",28,-0.6,-4.4
"2471","2010","01",69,1.7,-9.4
"2472","2010","01",20,-7.8,-17.2
"2473","2010","12",25,-1.1,-6.1
"2474","2010","12",25,-1.7,-15.6
"2475","2010","12",46,0,-11.1
"2476","2010","12",51,-9.4,-12.2
"2477","2010","12",48,-6.7,-11.7
"2478","2006","01",13,1.1,-3.9
"2479","2006","01",51,2.8,0
"2480","2006","01",13,5,-2.2
"2481","2006","01",13,-1.7,-10
"2482","2006","01",8,-0.6,-10
"2483","2006","01",13,1.7,-2.8
"2484","2007","01",13,-2.2,-6.7
"2485","2007","01",13,0.6,-8.9
"2486","2007","01",5,-6.7,-18.3
"2487","2007","01",25,-3.9,-13.3
"2488","2007","11",76,2.8,-0.6
"2489","2007","12",13,-4.4,-13.9
"2490","2007","12",25,-4.4,-10.6
"2491","2007","12",51,0.6,-8.3
"2492","2007","12",13,-3.3,-8.9
"2493","2007","12",76,1.7,-3.3
"2494","2007","12",13,2.8,-5.6
"2495","2008","01",25,3.9,-7.8
"2496","2008","01",13,3.9,-15.6
"2497","2008","01",13,0,-3.3
"2498","2008","01",8,-1.1,-13.3
"2499","2008","01",13,-2.8,-6.7
"2500","2008","01",8,-1.7,-10.6
"2501","2008","11",25,4.4,-3.3
"2502","2008","11",13,-2.2,-8.9
"2503","2008","11",13,-2.2,-8.3
"2504","2008","11",51,3.9,-3.9
"2505","2008","11",25,4.4,-3.9
"2506","2008","12",38,-1.1,-12.8
"2507","2008","12",15,0.6,-5.6
"2508","2008","12",13,-3.3,-12.2
"2509","2008","12",13,-1.7,-16.1
"2510","2009","01",13,-6.1,-16.1
"2511","2009","01",8,-0.6,-11.1
"2512","2009","01",25,-10,-16.7
"2513","2009","01",76,-4.4,-18.3
"2514","2009","01",51,0,-10.6
"2515","2009","01",5,0.6,-16.7
"2516","2009","12",25,-4.4,-10
"2517","2009","12",25,-3.3,-8.3
"2518","2010","01",51,-0.6,-4.4
"2519","2010","01",3,2.8,-8.9
"2520","2010","01",13,-5,-8.3
"2521","2010","01",25,-0.6,-5.6
"2522","2010","01",25,-5,-11.7
"2523","2010","01",25,9.4,-0.6
"2524","2010","12",25,-3.3,-8.3
"2525","2010","12",25,-7.2,-9.4
"2526","2010","12",25,-3.3,-13.9
"2527","2010","12",13,-5.6,-12.2
"2528","2006","01",13,1.7,-1.1
"2529","2006","01",13,1.1,-5.6
"2530","2006","01",13,-5.6,-9.4
"2531","2006","01",38,-1.7,-7.2
"2532","2006","01",25,2.8,-10.6
"2533","2006","01",25,6.7,-5
"2534","2006","01",5,8.9,-8.9
"2535","2006","01",3,-7.2,-21.7
"2536","2006","11",76,3.3,-5.6
"2537","2006","11",25,0,-3.9
"2538","2006","12",13,17.8,4.4
"2539","2006","12",13,14.4,-0.6
"2540","2006","12",25,0,-6.7
"2541","2006","12",76,2.2,-6.1
"2542","2006","12",25,-1.7,-9.4
"2543","2006","12",51,5.6,-1.7
"2544","2006","12",25,-1.7,-14.4
"2545","2006","12",25,1.7,-2.8
"2546","2006","12",13,1.1,-2.8
"2547","2006","12",13,2.2,-2.2
"2548","2007","01",76,5,-5.6
"2549","2007","01",25,-4.4,-16.1
"2550","2007","01",13,12.8,-6.1
"2551","2007","01",25,-6.1,-13.3
"2552","2007","01",25,-2.2,-14.4
"2553","2007","01",38,1.7,-7.8
"2554","2007","01",13,-6.1,-21.1
"2555","2007","01",38,-3.3,-6.1
"2556","2007","01",51,-2.8,-5.6
"2557","2007","01",76,-2.8,-12.2
"2558","2007","01",51,-10,-25
"2559","2007","01",25,0.6,-15.6
"2560","2007","01",13,1.7,-6.1
"2561","2007","01",51,-2.2,-12.8
"2562","2007","01",13,-7.8,-17.2
"2563","2007","01",76,-5,-12.8
"2564","2007","11",25,2.8,0
"2565","2007","11",25,1.1,-1.1
"2566","2007","11",25,7.8,-1.1
"2567","2007","11",76,0.6,-2.2
"2568","2007","11",13,1.1,-1.7
"2569","2007","11",13,1.7,-1.7
"2570","2007","11",13,2.8,-6.7
"2571","2007","11",3,-2.2,-10
"2572","2007","11",13,5,-3.3
"2573","2007","11",13,6.1,-6.7
"2574","2007","12",25,2.8,-7.2
"2575","2007","12",13,-5.6,-8.9
"2576","2007","12",13,-6.7,-20.6
"2577","2007","12",13,-5,-16.1
"2578","2007","12",13,7.8,-1.1
"2579","2007","12",51,1.1,-11.1
"2580","2007","12",51,1.7,-9.4
"2581","2007","12",51,-3.3,-17.2
"2582","2007","12",13,1.7,-2.2
"2583","2007","12",25,9.4,-3.9
"2584","2007","12",25,-2.2,-3.3
"2585","2007","12",3,-1.1,-10
"2586","2007","12",25,-1.1,0.6
"2587","2008","01",51,1.1,-5
"2588","2008","01",13,-10,-19.4
"2589","2008","01",13,-6.7,-16.7
"2590","2008","01",25,2.8,-5
"2591","2008","01",13,0,-4.4
"2592","2008","01",13,-1.7,-5
"2593","2008","01",25,1.1,-3.3
"2594","2008","01",51,-3.9,-15.6
"2595","2008","01",76,-12.8,-15.6
"2596","2008","01",51,-1.1,-10
"2597","2008","01",13,-6.1,-16.7
"2598","2008","01",25,-6.7,-15
"2599","2008","01",25,-5,-10
"2600","2008","01",5,-5,-10
"2601","2008","11",51,4.4,-1.1
"2602","2008","11",51,0,-1.7
"2603","2008","11",51,-0.6,0
"2604","2008","11",51,-0.6,-12.2
"2605","2008","11",51,-3.3,-13.9
"2606","2008","11",13,-5.6,-16.1
"2607","2008","11",38,-4.4,-13.9
"2608","2008","11",64,1.7,-6.7
"2609","2008","11",51,0.6,-2.2
"2610","2008","11",51,1.1,-8.3
"2611","2008","11",25,1.7,-5.6
"2612","2008","12",51,3.3,-2.2
"2613","2008","12",3,0,-8.3
"2614","2008","12",25,3.9,-10
"2615","2008","12",25,-5.6,-16.1
"2616","2008","12",76,-3.9,-10.6
"2617","2008","12",51,-6.7,-21.7
"2618","2008","12",25,-0.6,-5
"2619","2008","12",76,-2.8,-10
"2620","2008","12",3,11.1,-6.7
"2621","2008","12",51,2.2,-7.8
"2622","2008","12",3,2.2,-3.9
"2623","2008","12",51,-5,-12.2
"2624","2008","12",76,-2.2,-19.4
"2625","2008","12",51,2.2,-18.3
"2626","2008","12",13,-3.3,-7.8
"2627","2009","01",25,-6.7,-22.2
"2628","2009","01",3,-4.4,-22.2
"2629","2009","01",51,0.6,-5
"2630","2009","01",3,-3.3,-21.1
"2631","2009","01",25,0,-17.8
"2632","2009","01",25,-5,-11.1
"2633","2009","01",76,-0.6,-16.1
"2634","2009","01",25,-11.7,-19.4
"2635","2009","01",25,-11.7,-19.4
"2636","2009","01",76,-9.4,-28.9
"2637","2009","01",76,-4.4,-23.3
"2638","2009","01",25,-7.2,-22.2
"2639","2009","01",13,-7.2,-18.9
"2640","2009","01",13,6.7,-11.7
"2641","2009","01",3,-10,-16.1
"2642","2009","01",3,-6.7,-16.1
"2643","2009","01",25,-5,-10.6
"2644","2009","01",51,-4.4,-12.2
"2645","2009","12",13,1.7,-1.7
"2646","2009","12",13,-0.6,-7.8
"2647","2009","12",51,-1.1,-6.7
"2648","2009","12",51,2.2,-2.2
"2649","2009","12",51,-4.4,-12.2
"2650","2009","12",25,2.8,-7.2
"2651","2009","12",51,-6.7,-8.3
"2652","2009","12",13,-2.2,-10
"2653","2009","12",64,-2.2,-6.1
"2654","2009","12",13,-4.4,-19.4
"2655","2009","12",76,1.7,-6.1
"2656","2009","12",25,-5,-13.9
"2657","2009","12",13,-8.3,-13.9
"2658","2010","01",38,0.6,-3.3
"2659","2010","01",25,-2.2,-13.3
"2660","2010","01",38,-11.7,-13.9
"2661","2010","01",25,-10,-13.3
"2662","2010","01",25,-8.9,-11.7
"2663","2010","01",51,-6.7,-9.4
"2664","2010","01",76,-3.9,-6.1
"2665","2010","01",38,-6.1,-12.2
"2666","2010","01",13,-5.6,-13.9
"2667","2010","01",25,-1.1,-3.9
"2668","2010","01",25,-2.8,-6.1
"2669","2010","01",25,-2.2,-6.7
"2670","2010","11",38,-0.6,-4.4
"2671","2010","11",38,0,-3.3
"2672","2010","12",25,-2.2,-7.2
"2673","2010","12",76,-4.4,-6.7
"2674","2010","12",76,-8.9,-14.4
"2675","2010","12",51,-9.4,-12.2
"2676","2010","12",38,-6.7,-10.6
"2677","2010","12",13,-5.6,-15
"2678","2010","12",25,-3.9,-11.1
"2679","2010","12",51,-2.8,-7.2
"2680","2010","12",13,-4.4,-6.1
"2681","2010","12",25,-4.4,-8.9
"2682","2006","01",76,1.1,-6.1
"2683","2006","01",25,7.8,-2.8
"2684","2006","01",51,1.7,-2.2
"2685","2006","12",25,0.6,-3.9
"2686","2006","12",76,6.1,-6.7
"2687","2007","01",51,5,-1.7
"2688","2007","01",76,-5,-7.2
"2689","2007","01",38,2.2,-1.7
"2690","2007","01",25,-3.3,-6.1
"2691","2007","01",76,-1.7,-3.9
"2692","2007","01",38,-1.1,-3.9
"2693","2007","01",51,-7.8,-19.4
"2694","2007","01",76,-5.6,-7.8
"2695","2007","12",51,-2.2,-3.3
"2696","2008","01",13,-2.8,-10.6
"2697","2008","01",76,-6.1,-8.9
"2698","2008","11",25,5,-0.6
"2699","2008","11",25,0.6,-3.9
"2700","2008","11",25,0.6,-2.8
"2701","2008","11",25,2.8,-3.3
"2702","2008","11",38,3.9,0
"2703","2008","12",51,2.8,-1.7
"2704","2008","12",76,-3.3,-8.9
"2705","2008","12",25,10,-2.8
"2706","2008","12",25,-0.6,-2.2
"2707","2008","12",38,0.6,-5
"2708","2008","12",64,-1.1,-5
"2709","2008","12",25,-5.6,-11.7
"2710","2009","01",51,1.1,-5
"2711","2009","01",25,-8.9,-12.2
"2712","2009","01",51,-10,-13.9
"2713","2009","01",25,-6.7,-12.8
"2714","2009","01",76,-7.2,-10
"2715","2009","01",13,-3.9,-10
"2716","2009","01",51,-3.3,-7.2
"2717","2009","12",51,0,-2.2
"2718","2009","12",25,0,-5.6
"2719","2010","01",76,-4.4,-18.3
"2720","2010","01",38,9.4,0.6
"2721","2010","12",25,13.3,-2.2
"2722","2010","12",76,-3.3,-5.6
"2723","2010","12",25,2.8,-11.1
"2724","2010","12",25,-6.7,-10.6
"2725","2010","12",76,-1.1,-5.6
"2726","2010","12",25,-2.2,-5
"2727","2009","12",51,1.1,-5
"2728","2009","12",38,4.4,-7.2
"2729","2009","12",13,-6.1,-11.1
"2730","2009","12",25,-6.7,-15
"2731","2010","01",25,0,-5
"2732","2010","01",25,-5,-13.9
"2733","2010","01",51,-8.3,-13.9
"2734","2010","01",13,-8.3,-11.1
"2735","2010","01",38,-7.2,-10.6
"2736","2010","01",13,-5,-9.4
"2737","2010","01",13,-7.2,-9.4
"2738","2010","01",13,2.2,-1.1
"2739","2010","01",5,-0.6,-2.8
"2740","2010","01",25,0.6,-13.3
"2741","2010","12",51,-3.3,-7.8
"2742","2010","12",13,-4.4,-7.8
"2743","2010","12",13,-5,-14.4
"2744","2010","12",51,-1.7,-12.8
"2745","2010","12",51,-9.4,-12.8
"2746","2010","12",25,-6.1,-10.6
"2747","2010","12",13,-3.3,-12.8
"2748","2010","12",13,-3.3,-6.1
"2749","2010","12",13,-4.4,-6.1
"2750","2010","01",64,1.1,-2.2
"2751","2010","01",51,-2.8,-5.6
"2752","2010","01",51,-1.7,-7.2
"2753","2010","01",8,-4.4,-13.3
"2754","2010","01",13,3.3,0.6
"2755","2010","01",25,2.2,-0.6
"2756","2010","01",20,1.7,-6.1
"2757","2010","01",20,2.8,-0.6
"2758","2010","01",13,1.7,-5
"2759","2010","01",5,-10,-18.9
"2760","2006","01",3,0.6,-3.9
"2761","2006","01",25,7.2,-10.6
"2762","2006","01",25,5,-5
"2763","2006","01",13,1.1,-9.4
"2764","2006","11",5,2.8,-0.6
"2765","2006","12",25,0.6,-12.2
"2766","2007","01",8,3.3,-7.2
"2767","2007","01",8,-1.1,-2.8
"2768","2007","01",13,1.1,-6.1
"2769","2007","01",38,-6.1,-14.4
"2770","2007","01",5,-0.6,-7.2
"2771","2007","01",13,-6.1,-13.3
"2772","2007","01",38,-1.7,-12.2
"2773","2007","01",53,-9.4,-17.2
"2774","2007","01",51,-3.3,-15.6
"2775","2007","01",56,-5,-11.7
"2776","2007","12",89,-7.2,-10.6
"2777","2007","12",64,3.3,-6.7
"2778","2007","12",53,-1.1,-7.8
"2779","2007","12",13,-1.7,-4.4
"2780","2007","12",38,-4.4,-12.8
"2781","2008","01",13,1.1,-2.8
"2782","2008","01",53,3.3,-9.4
"2783","2008","01",13,-8.9,-16.7
"2784","2008","01",38,-1.7,-3.9
"2785","2008","01",13,-4.4,-11.1
"2786","2008","01",25,-5,-12.2
"2787","2008","01",13,-2.8,-9.4
"2788","2008","11",13,3.3,-4.4
"2789","2008","11",58,3.3,-8.3
"2790","2008","11",33,3.3,-1.7
"2791","2008","11",13,4.4,-1.1
"2792","2008","11",8,3.3,0
"2793","2008","11",3,5,0.6
"2794","2008","12",5,3.9,-1.7
"2795","2008","12",3,8.3,-0.6
"2796","2008","12",3,-3.3,-11.7
"2797","2008","12",5,-2.8,-11.7
"2798","2008","12",3,3.9,-6.1
"2799","2008","12",15,-2.2,-12.8
"2800","2008","12",64,-4.4,-13.3
"2801","2008","12",5,4.4,-5
"2802","2009","01",13,0,-11.1
"2803","2009","01",28,2.8,-3.3
"2804","2009","01",58,-2.8,-8.3
"2805","2009","01",76,-7.2,-14.4
"2806","2009","01",25,1.7,-16.7
"2807","2009","01",25,-12.2,-16.7
"2808","2009","01",25,-8.3,-18.9
"2809","2009","01",38,-3.3,-8.9
"2810","2009","01",51,-2.2,-10.6
"2811","2009","01",5,-2.2,-11.7
"2812","2009","12",81,1.1,-2.2
"2813","2009","12",38,6.1,-5.6
"2814","2009","12",25,-4.4,-9.4
"2815","2009","12",13,-8.9,-16.7
"2816","2009","12",25,6.1,-3.3
"2817","2009","12",3,-1.7,-13.9
"2818","2010","01",25,0,-3.3
"2819","2010","01",28,-6.1,-8.9
"2820","2010","01",33,-2.2,-7.8
"2821","2010","01",53,-6.7,-11.7
"2822","2010","01",25,4.4,-1.7
"2823","2010","01",76,-1.1,-15
